# id	left	top	right	bottom	texture_id
[SPRITES]
# ==== FONT ====
#font - 0
50013	76	30	86	40	130
#font - 1
50014	86	30	96	40	130
#font - 2
50015	96	30	106	40	130
#font - 3
50016	106	30	116	40	130
#font - 4
50017	116	30	126	40	130
#font - 5
50018	126	30	136	40	130
#font - 6
50019	136	30	146	40	130
#font - 7
50020	146	30	156	40	130
#font - 8
50021	156	30	166	40	130
#font - 9
50022	166	30	176	40	130
#font - A
50023	176	30	186	40	130
#font - B
50024	186	30	196	40	130
#font - C
50025	76	40	86	50	130
#font - D
50026	86	40	96	50	130
#font - E
50027	96	40	106	50	130
#font - F
50028	106	40	116	50	130
#font - G
50029	116	40	126	50	130
#font - H
50030	126	40	136	50	130
#font - I
50031	136	40	146	50	130
#font - J
50032	146	40	156	50	130
#font - K
50033	156	40	166	50	130
#font - L
50034	166	40	176	50	130
#font - M
50035	176	40	186	50	130
#font - N
50036	186	40	196	50	130
#font - O
50037	76	50	86	60	130
#font - P
50038	86	50	96	60	130
#font - Q
50039	96	50	106	60	130
#font - R
50040	106	50	116	60	130
#font - S
50041	116	50	126	60	130
#font - T
50042	126	50	136	60	130
#font - U
50043	136	50	146	60	130
#font - V
50044	146	50	156	60	130
#font - W
50045	156	50	166	60	130
#font - X
50046	166	50	176	60	130
#font - Y
50047	176	50	186	60	130
#font - Z
50048	186	50	196	60	130
