# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
platform1.txt
bush.txt
tree.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Coins, 5 = Platform
# See OBJECT_TYPE constants in AssetIDs.h



#Background (Put these before Mario)
##Bush
5 	260	164	16	16	3	70001	70001	70001	0	0	0	0
5 	768	148	16	16	6	70001	70001	70001	0	0	0	0
5 	1140	148	16	16	2	70001	70001	70001	0	0	0	0
5 	1284	164	16	16	3	70001	70001	70001	0	0	0	0
5 	1828	164	16	16	3	70001	70001	70001	0	0	0	0	

##Full tree
5	116	164	16	17	8	81001	81002	81003	0	0	0	0
5	116	148	16	17	5	81001	81002	81003	0	0	0	0
5	196	148	16	17	2	81001	81002	81003	0	0	0	0
5	132	132	16	17	2	81001	81002	81003	0	0	0	0

5	932	148	16	17	7	81001	81002	81003	0	0	0	0
5	932	132	16	17	7	81001	81002	81003	0	0	0	0
5	980	116	16	17	2	81001	81002	81003	0	0	0	0

5	1060	148	16	17	3	81001	81002	81003	0	0	0	0
5	1060	132	16	17	2	81001	81002	81003	0	0	0	0

5	2004	164	16	17	3	81001	81002	81003	0	0	0	0
5	2004	148	16	17	2	81001	81002	81003	0	0	0	0

5	2468	164	16	17	6	81001	81002	81003	0	0	0	0
5	2468	148	16	17	5	81001	81002	81003	0	0	0	0
5	2468	132	16	17	5	81001	81002	81003	0	0	0	0
5	2484	116	16	17	4	81001	81002	81003	0	0	0	0
5	2500	100	16	17	3	81001	81002	81003	0	0	0	0
5	2500	84	16	17	3	81001	81002	81003	0	0	0	0
5	2500	68	16	17	2	81001	81002	81003	0	0	0	0




##Half tree
5	180	164	16	17	2	82001	82002	82002	0	0	0	0
5	132	148	16	17	2	82001	82002	82002	0	0	0	0
5	212	148	16	17	2	82001	82002	82002	0	0	0	0
5	116	132	16	17	2	82001	82002	82002	0	0	0	0
5	164	132	16	17	2	82001	82002	82002	0	0	0	0
5	196	132	16	17	2	82001	82002	82002	0	0	0	0
5	132	116	16	17	2	82001	82002	82002	0	0	0	0

5	916	148	16	17	2	82001	82002	82002	0	0	0	0
5	948	132	16	17	2	82001	82002	82002	0	0	0	0
5	980	132	16	17	2	82001	82002	82002	0	0	0	0
5	932	116	16	17	2	82001	82002	82002	0	0	0	0
5	964	116	16	17	2	82001	82002	82002	0	0	0	0
5	1012	116	16	17	2	82001	82002	82002	0	0	0	0
5	980	100	16	17	2	82001	82002	82002	0	0	0	0

5	1044	148	16	17	2	82001	82002	82002	0	0	0	0
5	1076	132	16	17	2	82001	82002	82002	0	0	0	0
5	1060	116	16	17	2	82001	82002	82002	0	0	0	0

5	1988	164	16	17	2	82001	82002	82002	0	0	0	0
5	2020	148	16	17	2	82001	82002	82002	0	0	0	0
5	2004	132	16	17	2	82001	82002	82002	0	0	0	0

5	2532	148	16	17	2	82001	82002	82002	0	0	0	0
5	2468	116	16	17	2	82001	82002	82002	0	0	0	0
5	2484	100	16	17	2	82001	82002	82002	0	0	0	0
5	2516	68	16	17	2	82001	82002	82002	0	0	0	0
5	2500	52	16	17	2	82001	82002	82002	0	0	0	0



#MARIO
0	120	10



#COIN		itX	itY	ofX	ofY
4	100	120	5	3	20	-20




#Platform
5 	100	180	16	16	39	61001	61002	61003	1	1	1	1
5 	724	164	16	17	29	61001	61002	61003	1	1	1	1
5	724	180	16	16	29	62001	62002	62003	1	1	1	1
5 	1252	180	16	16	22	61001	61002	61003	1	1	1	1
5 	1636	180	16	16	5	61001	61002	61003	1	1	1	1
5 	1764	180	16	16	36	61001	61002	61003	1	1	1	1
5 	2356	180	16	16	35	61001	61002	61003	1	1	1	1



#Portal 
#50	200	160	216	180	1

